C0,3.108436007
C1,-5.745427647
C2,19.14808342
C3,-12.92399057
C4,3.319788209
C5,-0.29354502
C6,8.636344518
C7,1.215848184
C8,3.778262247
C9,-2.83273382
C10,0.793276897
C11,-0.088003518
C12,12.67501001
C13,-2.565911275
C14,-0.693136865
C15,-0.200831946
C16,0.362449022
C17,-0.060527022
C18,7.96688617
C19,2.483855257
C20,1.977184861
C21,-1.328256336
C22,0.216520046
C23,-0.008044244
C0,12.93356696
C1,-1.389710643
C2,0.402808219
C3,0.490039188
C4,-0.166382981
C5,0.014141969
C6,5.463240535
C7,-5.749409877
C8,20.61426547
C9,-14.21933888
C10,3.7024899
C11,-0.330939147
C12,11.21188815
C13,0.871753774
C14,4.586343949
C15,-3.504234896
C16,1.020685038
C17,-0.114873072
C18,15.25123433
C19,-2.514134897
C20,-0.486847981
C21,-0.277961131
C22,0.361273878
C23,-0.058648255
C0,10.83390556
C1,2.324862426
C2,1.72484368
C3,-1.058768777
C4,0.118979139
C5,0.004551434
C6,15.48863763
C7,-1.219754798
C8,-0.166125345
C9,0.963268246
C10,-0.296026962
C11,0.025410209
C12,4.019188666
C13,2.006136353
C14,-15.88506775
C15,15.06114649
C16,-4.527294334
C17,0.438175033
C18,11.49990939
C19,-0.262681861
C20,-7.413976836
C21,6.245744086
C22,-1.959695098
C23,0.22428678
C0,8.387547251
C1,3.077622825
C2,-0.387188773
C3,0.623100089
C4,-0.397613972
C5,0.05704924
C6,12.6156528
C7,-2.259174106
C8,-1.3206536
C9,0.289388704
C10,0.202992226
C11,-0.042084952
C12,7.981470017
C13,2.509154085
C14,2.666041112
C15,-1.487571221
C16,0.265827932
C17,-0.016098424
C18,6.509829188
C19,2.338988882
C20,-16.57164057
C21,15.55542379
C22,-4.655672314
C23,0.449148157
C0,14.34225798
C1,-0.516265784
C2,-7.430909183
C3,6.308766394
C4,-1.977310808
C5,0.22567525
C6,10.92888093
C7,3.083880746
C8,-0.394167216
C9,0.622144948
C10,-0.396107758
C11,0.056815897
C12,15.15246652
C13,-2.252408331
C14,-1.346751702
C15,0.319115143
C16,0.189670093
C17,-0.040055455
C18,10.520387
C19,2.545101017
C20,2.579305578
C21,-1.400319781
C22,0.243285418
C23,-0.014319533
